URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS
https://www.pararius.com/apartment-for-rent/amsterdam/374f66d7/warmoesstraat,Apartment Warmoesstraat,1012 HX (Burgwallen-Oude Zijde),1900,90,1,Furnished,90 sqm Beautiful completely restored split level apartment in a beautiful award winning historic building with great view of the Oude Kerk and overlooking a peaceful quiet beautiful private historic courtyard. A sublime oasis of peace in the middle of the bustling city centre with all its amenities within a short walking distance.,2 months,Not available to book,Monumental building,Good,Volume is not available,Apartment,Existing building,Constructed year is not available,In the city centre,1,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/374f66d7/amsterdam/city-housing-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/a8e92005/gustav-mahlerplein,Apartment Gustav Mahlerplein,1082 MS (Zuidas),5000,175,4,Interior is not available,Characteristic apartment for rent in Amsterdam with 2 bedrooms in the Zuidas district.,2 months,consultation,Specifics are not available,Excellent,599,Apartment,Existing building,2009,Location type is not available,2,2,1,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/a8e92005/amsterdam/amsterdam-sotheby-s-international-realty/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/057ceed6/cruquiusweg,Apartment Cruquiusweg 128,1019 AK (Oostelijk Havengebied),1795,80,3,Upholstered,1 bedroom apartment of 65m2 available in new complex on Zeeburgereiland in Amsterdam!,2 months,Not available to book,Specifics are not available,Good,200,Apartment,Existing building,2015,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/057ceed6/amsterdam/grand-relocation/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/53e8856f/mary-van-der-sluisstraat,Apartment Mary van der Sluisstraat 284 *,1095 ME (Zeeburgereiland/Nieuwe Diep),2750,88,3,Interior is not available,AVAILABLE AS OF AUGUST 29TH - LUXURIOUS FULLY FURNISHED 100M2 TWO-BEDROOM APARTMENT WITHIN A SECURED APARTMENT COMPLEX IN AMSTERDAM EAST,2 months,29-08-2022,Specifics are not available,Excellent,229,Apartment,New development,2017,Location type is not available,2,1,2,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/53e8856f/amsterdam/mid-stay-apartments/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ae776142/distelweg,Apartment Distelweg 243,1031 HD (Noordelijke IJ-oevers West),1683,64,3,Interior is not available,Beautiful apartment for rent in Amsterdam with 2 bedrooms in the Noordelijke IJ-oevers West district.,2 months,Not available to book,Specifics are not available,Excellent,166,Apartment,New development,2022,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/ae776142/amsterdam/van-der-linden-vastgoedmanagement-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/51c6523b/distelweg,Apartment Distelweg 237,1031 HD (Noordelijke IJ-oevers West),1672,69,3,Interior is not available,Beautiful apartment for rent in Amsterdam with 2 bedrooms in the Noordelijke IJ-oevers West district.,2 months,Not available to book,Specifics are not available,Excellent,180,Apartment,New development,2022,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/51c6523b/amsterdam/van-der-linden-vastgoedmanagement-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/28d6ff64/houthavenweg,Apartment Houthavenweg,1014 ZA (Houthavens),1688,60,1,Interior is not available,Apartment for rent in Amsterdam in the Houthavens district.,2 months,Not available to book,Specifics are not available,Excellent,156,Apartment,New development,2022,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/28d6ff64/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/41f964c4/haparandaweg,Apartment Haparandaweg,1013 BD (Houthavens),1328,43,1,Interior is not available,Nice apartment for rent in Amsterdam in the Houthavens district.,2 months,Not available to book,Specifics are not available,Excellent,109,Apartment,New development,2022,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/41f964c4/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da404804/sibogastraat,Apartment Sibogastraat,1094 SM (Indische Buurt West),1750,90,4,Interior is not available,DUE TO THE GREAT INTEREST A VIEWING IS NOT POSSIBLE ANYMORE!,2 months,Not available to book,"Accessible for disabled people, accessible for seniors",Good,268,Apartment,Existing building,1998,Location type is not available,3,1,1,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/da404804/amsterdam/jansen-smit-makelaars-taxateurs/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/0e62b8c5/prinsengracht,Apartment Prinsengracht,1016 GX (Grachtengordel-West),3250,92,3,Interior is not available,"Prinsengracht 299-D, 1016 GX Amsterdam",2 months,consultation,Specifics are not available,Good,362,Apartment,Existing building,Before 1906,Location type is not available,2,2,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0e62b8c5/amsterdam/engel-en-volkers-amsterdam-centrum/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/f0568ee7/ceramiquelaan,Apartment Céramiquelaan,1031 KG (Noordelijke IJ-oevers West),1640,84,3,Interior is not available,How do I register?,2 months,consultation,"Accessible for disabled people, accessible for seniors",Good,129,Apartment,Existing building,2022,Location type is not available,2,1,1,Present,Details of garden is not available,Present,Box,Yes,https://www.pararius.com/contact/f0568ee7/amsterdam/eefje-voogd-makelaardij-2/request-details
https://www.pararius.com/house-for-rent/amsterdam/30c5b578/keizersgracht,House Keizersgracht 786,1017 EC (Grachtengordel-Zuid),13000,450,12,Upholstered,A stunning nostalgic canal house with enormous appeal.,2 months,Not available to book,Specifics are not available,Excellent,1.260,House,Existing building,1688,Location type is not available,6,4,5,Not present,Details of garden is not available,Present,Aangebouwd steen,Yes,https://www.pararius.com/contact/30c5b578/amsterdam/broersma-makelaardij/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/18a1a1c9/dufaystraat,Apartment Dufaystraat,1075 GS (Willemspark),2450,70,3,Furnished,"In Amsterdam Old South totally renovated and styled by interior designer Osiris Hertman 2 bedroom and 2 bathroom furnished apartment situated on 2nd floor.Located in nice area with all kind of small boutique shops, restaurants, lunch rooms, cloth shops, super markets etc on Cornelis Schuytstraat ( on 5 minutes walking distance). Parking via parking permit. Walking distance to Vondelpark. High way/ring road Amsterdam wit exit S108 on 10 minutes drive.",2 months,Not available to book,Specifics are not available,Good,250,Apartment,Existing building,1920,in a residential area,2,2,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/18a1a1c9/amsterdam/tvn-real-estate/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6b270542/minervalaan,Apartment Minervalaan 84 I,1077 PK (Apollobuurt),4500,140,4,Upholstered,Unfurnished!,3 months,consultation,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,2,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6b270542/amsterdam/hakkenbroek-housing-company/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b382ba1a/ennemaborg,Apartment Ennemaborg,1082 ST (Buitenveldert-West),1800,100,4,Upholstered,"Nice apartment for an expat family or 2 sharers. The house has a laminate floor, a separate kitchen and separate toilet and bathroom. The house will be delivered unfurnished and is available immediately.   ",3 months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/b382ba1a/amsterdam/find-your-room/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/cc193b6a/lijnbaansgracht,Apartment Lijnbaansgracht,1016 VX (Jordaan),7500,178,2,Upholstered or furnished,Exceptionally beautiful LOFT of approx. 178 m2 with a spacious roof terrace. The house is fully furnished and designed by TANK DESIGN. The house is furnished and equipped with all comforts.,3 months,01-10-2022,Monumental building,Excellent,843,Apartment,Existing building,1750,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cc193b6a/amsterdam/kerkvliet-makelaars/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/533bef1e/grasweg,Apartment Grasweg 148,1031 HX (Noordelijke IJ-oevers West),1550,69,3,Interior is not available,*,3 months,consultation,Specifics are not available,Excellent,207,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Parkeerplaats te huur,Yes,https://www.pararius.com/contact/533bef1e/amsterdam/uppmark/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/14bcf361/grasweg,Apartment Grasweg 122,1031 HX (Noordelijke IJ-oevers West),1747,90,2,Interior is not available,*,3 months,consultation,Specifics are not available,Excellent,270,Apartment,New development,2021-2030,By the water,1,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Parkeerplaats te huur,Yes,https://www.pararius.com/contact/14bcf361/amsterdam/uppmark/request-details
https://www.pararius.com/house-for-rent/amsterdam/d3a0418c/adelaarsweg,House Adelaarsweg 7,1021 BM (IJplein/Vogelbuurt),3500,180,6,Furnished,We proudly offer For Rent this 180 m2 5/6 bedroom family home over 3 levels just to the North of the centre of Amsterdam.   ,3 months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,Constructed year is not available,Location type is not available,5,2,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d3a0418c/amsterdam/renthouse-vastgoed/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/62751e50/singel,Apartment Singel,1015 AD (Grachtengordel-West),3250,114,3,Interior is not available,Charming apartment for rent in Amsterdam with 1 bedroom in the Grachtengordel-West district.,3 months,consultation,"Monumental building, protected townscape",Good,420,Apartment,Existing building,1740,Location type is not available,1,1,3,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/62751e50/amsterdam/mar-j-heule/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/68ee9f5a/ruysdaelkade,Apartment Ruysdaelkade 197 2,1072 AV (Nieuwe Pijp),1865,58,3,Furnished,"Located on Ruysdaelkade in the heart of the Pijp in Amsterdam. Just a stone’s throw away from the park, shops and public transportation.   ",3 months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/68ee9f5a/amsterdam/the-tenants-group/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7b66653f/willem-parelstraat,Apartment Willem Parelstraat,1018 KZ (Oostelijke Eilanden/Kadijken),1850,84,3,Interior is not available,NOW FOR RENT!,3 months,consultation,Specifics are not available,Excellent,223,Apartment,Existing building,2021-2030,Location type is not available,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7b66653f/amsterdam/eefje-voogd-makelaardij-2/request-details
https://www.pararius.com/house-for-rent/amsterdam/21c6c990/amstel,House Amstel 49,1011 PW (Nieuwmarkt/Lastage),5500,125,4,Upholstered or furnished,"Living in a complete canal house on a unique spot in Amsterdam - right on the Amstel with a spectacular view over that beautiful river, the Magere Brug, the Blauwbrug and the Unesco heritage canal belt across the street!",3 months,Not available to book,Specifics are not available,Good,375,House,Existing building,1900,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/21c6c990/amsterdam/grand-relocation/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/c4f5784b/keizersgracht,Apartment Keizersgracht 385 B,1016 EJ (Grachtengordel-West),9750,300,5,Upholstered or furnished,"This recently completely renovated building is located on one of the most beautiful places of the canal belt, on the Keizersgracht near the Leidsegracht.",3 months,consultation,Monumental building,Upkeep is not available,950,Apartment,Existing building,1720,Location type is not available,4,2,4,Not present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c4f5784b/amsterdam/parker-williams-real-estate-services/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6069c181/aalsmeerweg,Apartment Aalsmeerweg 37 H,1059 AB (Hoofddorppleinbuurt),3000,90,4,Upholstered,Lovely upholstered apartment with garden for rent in Amsterdam with 3 bedrooms in the Hoofddorppleinbuurt district.,3 months,Not available to book,Specifics are not available,Excellent,250,Apartment,Existing building,1930,in a residential area,3,1,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/6069c181/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/dd8552e7/bloemstraat,Apartment Bloemstraat,1016 LJ (Jordaan),2475,86,3,Interior is not available,"Top location, in the middle of the Jordaan!",3 months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/dd8552e7/amsterdam/hakkenbroek-housing-company/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/64f83922/pantograafstraat,Apartment Pantograafstraat,1019 XX (Oostelijk Havengebied),1305,61,1,Interior is not available,Beautiful apartment for rent in Amsterdam with 1 bedroom in the Oostelijk Havengebied district.,3 months,Not available to book,Specifics are not available,Good,370,Apartment,New development,2022,Location type is not available,1,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/64f83922/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/70378596/praterlaan,Apartment Praterlaan,1098 WR (Middenmeer),1750,70,4,Furnished,"Very nice house for a familie, Not for sharing. The apartment has 3 bedrooms and is fully furnished. Contract for 1 year. Please whatsapp to ",3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/70378596/amsterdam/find-your-room/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/622a1e84/pantograafstraat,Apartment Pantograafstraat,1019 XX (Oostelijk Havengebied),1865,98,3,Interior is not available,Lovely apartment for rent in Amsterdam with 2 bedrooms in the Oostelijk Havengebied district.,3+ months,Not available to book,Specifics are not available,Good,370,Apartment,New development,2022,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/622a1e84/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/8889be20/pantograafstraat,Apartment Pantograafstraat,1019 XX (Oostelijk Havengebied),1720,95,3,Interior is not available,Lovely apartment for rent in Amsterdam with 2 bedrooms in the Oostelijk Havengebied district.,3+ months,Not available to book,Specifics are not available,Good,370,Apartment,New development,2022,Location type is not available,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/8889be20/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/da82b951/klaas-katerstraat,Apartment Klaas Katerstraat,1069 RT (Osdorp-Midden),2000,79,3,Furnished,KLAAS KATERSTRAAT (CA.79M2) AMSTERDAM-NIEUWE WEST / AKER  ,21-07-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/da82b951/amsterdam/amsterdam-city-homes/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ed912f52/arubastraat,Apartment Arubastraat 2 hs,1058 VE (Westindische Buurt),2450,90,4,Furnished,THIS LISTING IS ALSO PERFECT TO USE AS AN OFFICE OR PRACTICE WITH LIVING PURPOSES (HOME OFFICE),3 weeks,Not available to book,Specifics are not available,Upkeep is not available,286,Apartment,Existing building,1928,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/ed912f52/amsterdam/makelaarshuis-amsterdam-zaanstad/request-details
https://www.pararius.com/studio-for-rent/amsterdam/7488ed77/wibautstraat,Studio Wibautstraat 150,1091 GR (Weesperzijde),3250,40,1,Furnished,Location:,3+ months,Not available to book,Specifics are not available,Excellent,120,Studio,Existing building,1965,in a residential area,1,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/7488ed77/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ba7034a4/zandstrooierstraat,Apartment Zandstrooierstraat,1019 XZ (Oostelijk Havengebied),1915,95,4,Interior is not available,Lovely apartment for rent in Amsterdam with 3 bedrooms in the Oostelijk Havengebied district.,3+ months,Not available to book,Specifics are not available,Good,370,Apartment,New development,2022,Location type is not available,3,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/ba7034a4/amsterdam/wooove-b-v/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/41b18a74/van-ostadestraat,Apartment Van Ostadestraat,1072 SZ (Nieuwe Pijp),2450,120,3,Furnished,Te huur per direct:,3+ months,Not available to book,Specifics are not available,Excellent,360,Apartment,Existing building,1906,In the city centre,2,1,2,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/41b18a74/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/365dd50b/grasweg,Apartment Grasweg 278,1031 HX (Noordelijke IJ-oevers West),1446,62,3,Interior is not available,*,3+ months,consultation,Specifics are not available,Excellent,186,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/365dd50b/amsterdam/uppmark/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/4761a4c4/singel,Apartment Singel,1016 AA (Grachtengordel-West),4500,155,4,Upholstered or furnished,"Located in one of the nicest and luxurious buildings in the center of Amsterdam, we offer this beautiful apartment. The property can be deliverd in furnished and unfurnished state. ",3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4761a4c4/amsterdam/park-real-estate/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/e8257615/jan-van-zutphenstraat,Apartment Jan van Zutphenstraat,1069 RR (Osdorp-Midden),2100,72,3,Upholstered or furnished,Beautiful furnished or upholstered apartment with balcony for rent in Amsterdam with 2 bedrooms in the Osdorp-Midden district.,3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2009,Location type is not available,2,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e8257615/amsterdam/abc-housing/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/4982ff93/kalverstraat,Apartment Kalverstraat,1012 PH (Burgwallen-Nieuwe Zijde),2500,110,4,Furnished,"In a truly unique location next to the entrance of the Schuttersgalerij (Amsterdam museum), a spacious upstairs apartment of approx. 90 m2 is situated. The apartment is spread over 2 floors and because of the authentic elements in the house, it also gives you the feeling that you live in the heart of the historic city.",3+ months,Not available to book,Specifics are not available,Good,330,Apartment,Existing building,1771,In the city centre,2,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/4982ff93/amsterdam/the-dutch-realty/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/55e136f3/peelstraat,Apartment Peelstraat 44,1079 RN (Scheldebuurt),1760,92,3,Upholstered,MINIMUM AGE 55 + | SENIOR CITIZEN| CARE INDICATION,3+ months,Not available to book,Accessible for seniors,Excellent,300,Apartment,Existing building,2012,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/55e136f3/amsterdam/house-of-rentals/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/b6921db8/bos-en-lommerplantsoen,Apartment Bos en Lommerplantsoen,1055 AA (De Kolenkit),4500,50,2,Furnished,"Fully furnished studios and apartments in Amsterdam and Amstelveen ranging from 35m3 to 110m2. Each room has 1 bed or more beds divided over 1 or more rooms, a sitting area, bathroom, toilet and kitchen. Please note: Prices vary depending on the room type and are on request only.   ",3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2010,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b6921db8/amsterdam/rotterdam-apartments/request-details
https://www.pararius.com/house-for-rent/amsterdam/0dbb6fc6/leliegracht,House Leliegracht,1015 DH (Grachtengordel-West),3500,118,4,Upholstered,Leliegracht 48-3 AMSTERDAM,3+ months,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,Constructed year is not available,Location type is not available,3,2,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/0dbb6fc6/amsterdam/123wonen-amsterdam/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/7f969440/burgemeester-cramergracht,Apartment Burgemeester Cramergracht 139,1064 AK (Slotermeer-Zuidwest),1400,65,2,Shell,"
Het appartement beschikt over een slaapkamer met ruime inloopkast, een zéér ruimte en lichte woonkamer en aparte keuken en een balkon met schuifpui. Vanuit de woonkamer heeft u prachtig vrij uitzicht.",3+ months,Not available to book,Specifics are not available,Good,180,Apartment,Existing building,1958,Location type is not available,1,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,No,https://www.pararius.com/contact/7f969440/amsterdam/viadaan-nijmegen/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/3175d683/staalmeesterslaan,Apartment Staalmeesterslaan 219,1057 NV (Overtoomse Veld),1376,85,4,Interior is not available,Lovely apartment for rent in Amsterdam in the Overtoomse Veld district.,3+ months,Not available to book,Fixer upper,Good,221,Apartment,Existing building,1975,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Parkeerplaats,Yes,https://www.pararius.com/contact/3175d683/amsterdam/van-der-linden-vastgoedmanagement-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/6fc47447/staalmeesterslaan,Apartment Staalmeesterslaan 331,1057 PC (Overtoomse Veld),1376,85,4,Interior is not available,Lovely apartment for rent in Amsterdam in the Overtoomse Veld district.,3+ months,Not available to book,Specifics are not available,Reasonable,221,Apartment,Existing building,1975,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Parkeerkelder,Yes,https://www.pararius.com/contact/6fc47447/amsterdam/van-der-linden-vastgoedmanagement-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/52ab9c2a/staalmeesterslaan,Apartment Staalmeesterslaan 257,1057 NZ (Overtoomse Veld),1452,105,5,Interior is not available,Charming apartment for rent in Amsterdam in the Overtoomse Veld district.,3+ months,Not available to book,Specifics are not available,Good,273,Apartment,Existing building,1975,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Parkeerkelder,Yes,https://www.pararius.com/contact/52ab9c2a/amsterdam/van-der-linden-vastgoedmanagement-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/ec50fb93/staalmeesterslaan,Apartment Staalmeesterslaan 330,1057 PC (Overtoomse Veld),1376,85,4,Interior is not available,Lovely apartment for rent in Amsterdam in the Overtoomse Veld district.,3+ months,Not available to book,Specifics are not available,Good,221,Apartment,Existing building,1975,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,1,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Parkeerkelder,Yes,https://www.pararius.com/contact/ec50fb93/amsterdam/van-der-linden-vastgoedmanagement-amsterdam-2/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/f17bb3a6/grasweg,Apartment Grasweg 124,1031 HX (Noordelijke IJ-oevers West),2154,106,3,Interior is not available,*,3+ months,consultation,Specifics are not available,Excellent,318,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f17bb3a6/amsterdam/uppmark/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/26156061/grasweg,Apartment Grasweg 344,1031 HX (Noordelijke IJ-oevers West),1773,74,3,Interior is not available,*,3+ months,consultation,Specifics are not available,Excellent,222,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/26156061/amsterdam/uppmark/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/0355c0b2/grasweg,Apartment Grasweg 138,1031 HX (Noordelijke IJ-oevers West),1540,69,3,Interior is not available,*,3+ months,consultation,Specifics are not available,Excellent,207,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0355c0b2/amsterdam/uppmark/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/be3520a3/grasweg,Apartment Grasweg 292,1031 HX (Noordelijke IJ-oevers West),1447,63,3,Interior is not available,*,3+ months,consultation,Specifics are not available,Excellent,189,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/be3520a3/amsterdam/uppmark/request-details
https://www.pararius.com/apartment-for-rent/amsterdam/e528e4ee/grasweg,Apartment Grasweg 152,1031 HX (Noordelijke IJ-oevers West),1367,62,3,Interior is not available,*,3+ months,consultation,Specifics are not available,Excellent,186,Apartment,New development,2021-2030,By the water,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e528e4ee/amsterdam/uppmark/request-details
